Episode ID,Language Instruction,Checkpoint Name,Task,GT video (1/3),GT video (2/3),GT video (3/3)
2026-04-01-224333Z-ur5e_single_4-0a8e32b349d5,pick up white bowl and put it in bin,episode_buckets_120000,eval_17725,1,1,0
2026-04-02-003658Z-ur5e_single_4-720962676b09,pick up orange plate and put it in bin,episode_buckets_120000,eval_17725,1,1,0
2026-04-02-011438Z-ur5e_single_4-f8879dd0a4f8,pick up chopstick and put it in bin,episode_buckets_120000,eval_17725,1,1,0
2026-04-02-013001Z-ur5e_single_4-56d5533250e3,pick up spoon and put it in bin,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-015850Z-ur5e_single_4-a63c32b83b04,pick up chip bag and throw it away,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-024254Z-ur5e_single_4-e5164863c55b,pick up plastic lid and throw it away,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-034507Z-ur5e_single_4-aaec0ad4ee97,pick up plastic container and throw it away,episode_buckets_120000,eval_17725,1,1,1
2026-04-02-035844Z-ur5e_single_4-1af955655c06,pick up foil tray and throw it away,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-041055Z-ur5e_single_4-c029df479872,pick up bottle and throw it away,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-042419Z-ur5e_single_4-b31ce0abf76a,pick up yellow cup and put it in bin,episode_buckets_120000,eval_17725,1,1,1
2026-04-02-043254Z-ur5e_single_4-cd8c44b5abc6,pick up orange cup and put it in bin,episode_buckets_120000,eval_17725,1,1,1
2026-04-02-044445Z-ur5e_single_4-cc9f14133d3b,pick up blue bowl and put it in bin,episode_buckets_120000,eval_17725,1,1,1
2026-04-02-045925Z-ur5e_single_4-4b1b0d787fb6,pick up white bowl and put it in bin,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-051705Z-ur5e_single_4-72aab07a77d9,pick up orange plate and put it in bin,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-054738Z-ur5e_single_4-d21b5a0cfffd,pick up chopstick and put it in bin,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-060108Z-ur5e_single_4-4186fde1bca7,pick up spoon and put it in bin,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-062029Z-ur5e_single_4-08f3efa294d0,pick up chip bag and throw it away,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-063438Z-ur5e_single_4-40770a6a25d7,pick up plastic lid and throw it away,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-064936Z-ur5e_single_4-31d6fe0fd88e,pick up plastic container and throw it away,episode_buckets_120000,eval_17725,1,1,1
2026-04-02-072837Z-ur5e_single_4-fb9b80cadb98,pick up foil tray and throw it away,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-075954Z-ur5e_single_4-5922edf8bc5a,pick up bottle and throw it away,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-081552Z-ur5e_single_4-5b2d7f46650b,pick up yellow cup and put it in bin,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-083137Z-ur5e_single_4-d5131af68aed,pick up orange cup and put it in bin,episode_buckets_120000,eval_17725,1,1,0
2026-04-02-084739Z-ur5e_single_4-5168577acfce,pick up blue bowl and put it in bin,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-093459Z-ur5e_single_4-0a5c9f2ebec2,pick up white bowl and put it in bin,episode_buckets_120000,eval_17725,0,0,0
2026-04-02-152614Z-ur5e_single_4-75db5bd02799,pick up orange plate and put it in bin,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-154442Z-ur5e_single_4-a2bbc7614f9d,pick up chopstick and put it in bin,episode_buckets_120000,eval_17725,1,1,1
2026-04-02-155943Z-ur5e_single_4-a03c5dc5a8aa,pick up spoon and put it in bin,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-160836Z-ur5e_single_4-8f476ebc4eca,pick up chip bag and throw it away,episode_buckets_120000,eval_17725,1,1,0
2026-04-02-161529Z-ur5e_single_4-aab774be4218,pick up plastic lid and throw it away,episode_buckets_120000,eval_17725,1,1,0
2026-04-02-162309Z-ur5e_single_4-e6bab6d05917,pick up plastic container and throw it away,episode_buckets_120000,eval_17725,1,1,1
2026-04-02-163146Z-ur5e_single_4-5db83c6a7678,pick up foil tray and throw it away,episode_buckets_120000,eval_17725,1,0,0
2026-04-02-164632Z-ur5e_single_4-f528b7d80a5f,pick up bottle and throw it away,episode_buckets_120000,eval_17725,1,1,1
,,,,,,
2026-04-01-211817Z-ur5e_single_4-6c4f6a20ae47,pick up yellow cup and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-01-215144Z-ur5e_single_4-112c910ee45e,pick up orange cup and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-01-220321Z-ur5e_single_4-f83fc03aa799,pick up blue bowl and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-01-224830Z-ur5e_single_4-14a0c2a8154d,pick up white bowl and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-004758Z-ur5e_single_4-b69a6df7d936,pick up orange plate and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,0,0
2026-04-02-011751Z-ur5e_single_4-6cb2d17fc623,pick up chopstick and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-013750Z-ur5e_single_4-d2d1128ee997,pick up spoon and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,0,0
2026-04-02-020120Z-ur5e_single_4-962dedd46c47,pick up chip bag and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-025757Z-ur5e_single_4-2070744801f5,pick up plastic lid and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-034801Z-ur5e_single_4-7fe1515b9207,pick up plastic container and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-040138Z-ur5e_single_4-fee57730c60c,pick up foil tray and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-041341Z-ur5e_single_4-a462d964aae9,pick up bottle and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-042612Z-ur5e_single_4-efa054c92ccd,pick up yellow cup and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-043443Z-ur5e_single_4-59bfd10d23d8,pick up orange cup and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-044641Z-ur5e_single_4-9dee83e39c25,pick up blue bowl and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-050156Z-ur5e_single_4-9719fc76b78e,pick up white bowl and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-052126Z-ur5e_single_4-292ebe61072d,pick up orange plate and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-055156Z-ur5e_single_4-4810fdffa0fd,pick up chopstick and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-060550Z-ur5e_single_4-b1be24047dbb,pick up spoon and put it in bin,oct14_pretrain_rerun_80000,eval_17725,0,0,0
2026-04-02-062357Z-ur5e_single_4-36e1efca40cf,pick up chip bag and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-063929Z-ur5e_single_4-443eb06a716f,pick up plastic lid and throw it away,oct14_pretrain_rerun_80000,eval_17725,0,0,0
2026-04-02-065210Z-ur5e_single_4-f32ba8db1e12,pick up plastic container and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,0,0
2026-04-02-073643Z-ur5e_single_4-c0ec400dba03,pick up foil tray and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-080456Z-ur5e_single_4-282ea72852ff,pick up bottle and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,0,0
2026-04-02-081813Z-ur5e_single_4-a08268e24567,pick up yellow cup and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-083614Z-ur5e_single_4-b2a586ad85d0,pick up orange cup and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-085133Z-ur5e_single_4-9810c53cad8b,pick up blue bowl and put it in bin,oct14_pretrain_rerun_80000,eval_17725,0,0,0
2026-04-02-093958Z-ur5e_single_4-b5235cada4f0,pick up white bowl and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-153154Z-ur5e_single_4-4ed71f68c07e,pick up orange plate and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,0,0
2026-04-02-154707Z-ur5e_single_4-c81a7b485c7a,pick up chopstick and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-160202Z-ur5e_single_4-624f69940e28,pick up spoon and put it in bin,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-161000Z-ur5e_single_4-31f44cdbd31c,pick up chip bag and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-161656Z-ur5e_single_4-8df8c2311dbc,pick up plastic lid and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,0
2026-04-02-162333Z-ur5e_single_4-348e0c7df6e6,pick up plastic container and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-163321Z-ur5e_single_4-1f5747544615,pick up foil tray and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
2026-04-02-164803Z-ur5e_single_4-d593b47b0e88,pick up bottle and throw it away,oct14_pretrain_rerun_80000,eval_17725,1,1,1
